,loss,acc
0,2.3476154804229736,0.2345934808254242
1,1.6095037460327148,0.1998964250087738
2,1.59597647190094,0.21543242037296295
3,1.5705351829528809,0.27446919679641724
4,1.5646822452545166,0.2894873023033142
5,1.556565284729004,0.3200414180755615
6,1.5325385332107544,0.33467742800712585
7,1.5034842491149902,0.3490419387817383
8,1.5142724514007568,0.35370275378227234
9,1.4863760471343994,0.33417338132858276
10,1.4354885816574097,0.36043500900268555
11,1.4211639165878296,0.3785282373428345
12,1.4313302040100098,0.38477471470832825
13,1.4163075685501099,0.3858104646205902
14,1.3921958208084106,0.40186432003974915
15,1.3875919580459595,0.4070429801940918
16,1.394720196723938,0.40186432003974915
17,1.3724770545959473,0.413775235414505
18,1.364926815032959,0.4236147105693817
19,1.354449987411499,0.4355256259441376
20,1.3624389171600342,0.4303469657897949
21,1.3463706970214844,0.433972030878067
22,1.3594138622283936,0.42982909083366394
23,1.3507282733917236,0.435007780790329
24,1.3173613548278809,0.4511088728904724
