,loss,accuracy,val_loss,val_accuracy
0,2.0152201652526855,0.29950082302093506,1.6251614093780518,0.1852678507566452
1,1.494331955909729,0.3444259464740753,1.6223217248916626,0.1852678507566452
2,1.4584399461746216,0.34608983993530273,2.1733007431030273,0.1852678507566452
3,1.4245513677597046,0.36993899941444397,2.242922782897949,0.1852678507566452
4,1.3920350074768066,0.39822518825531006,1.8615385293960571,0.1852678507566452
5,1.395885705947876,0.39600664377212524,1.7707891464233398,0.1964285671710968
6,1.371563196182251,0.3915696144104004,1.648587942123413,0.3125
7,1.3493582010269165,0.3948974013328552,1.9832013845443726,0.2165178507566452
8,1.3491816520690918,0.4026622176170349,1.4593318700790405,0.3258928656578064
9,1.3199928998947144,0.4137548506259918,1.3787308931350708,0.4308035671710968
10,1.3060072660446167,0.4237382113933563,2.0054497718811035,0.2566964328289032
11,1.3311322927474976,0.3993344306945801,1.748594045639038,0.3013392984867096
12,1.3342682123184204,0.4204104244709015,1.473922848701477,0.3415178656578064
13,1.3423610925674438,0.4093177914619446,1.9527841806411743,0.2388392835855484
14,1.3445383310317993,0.41708263754844666,3.4744222164154053,0.1830357164144516
15,1.3446218967437744,0.4093177914619446,1.566529393196106,0.3214285671710968
16,1.3242435455322266,0.40432611107826233,1.6136797666549683,0.2165178507566452
17,1.3039857149124146,0.4331669509410858,42.63495635986328,0.21875
18,1.3054770231246948,0.4337215721607208,1.4613229036331177,0.3816964328289032
19,1.3070881366729736,0.43427619338035583,1.537812352180481,0.2924107015132904
20,1.2595447301864624,0.45590680837631226,1.6214414834976196,0.328125
21,1.2958118915557861,0.42540210485458374,1.8686819076538086,0.28125
22,1.2965896129608154,0.42651137709617615,1.6663110256195068,0.34375
23,1.3034703731536865,0.44592344760894775,1.4566720724105835,0.3459821343421936
24,1.2884758710861206,0.44536882638931274,15.617509841918945,0.2544642984867096
25,1.2764220237731934,0.430948406457901,1.6874501705169678,0.2566964328289032
26,1.2556803226470947,0.45646145939826965,2.1172564029693604,0.3147321343421936
27,1.2649823427200317,0.4525790214538574,1.4538869857788086,0.3571428656578064
28,1.2556487321853638,0.44980588555336,1.5360472202301025,0.3794642984867096
29,1.2700175046920776,0.43760398030281067,2.8859589099884033,0.3236607015132904
30,1.249064564704895,0.45590680837631226,1.8442399501800537,0.4263392984867096
31,1.2297533750534058,0.47698280215263367,1.4132306575775146,0.4375
32,1.2376322746276855,0.469772607088089,1.7482014894485474,0.3928571343421936
33,1.2352837324142456,0.46367165446281433,1.4048491716384888,0.4151785671710968
34,1.2022842168807983,0.4825291037559509,1.6450278759002686,0.3459821343421936
35,1.2330387830734253,0.45479756593704224,2.3597710132598877,0.3325892984867096
36,1.202042818069458,0.48585689067840576,1.4131052494049072,0.4040178656578064
37,1.175410509109497,0.4914032220840454,1.7438048124313354,0.375
38,1.202700138092041,0.4886300563812256,2.3174498081207275,0.2053571492433548
39,1.2286421060562134,0.4525790214538574,1.365807294845581,0.4464285671710968
40,1.1672145128250122,0.5008319616317749,1.4068200588226318,0.46875
41,1.172244668006897,0.5085967779159546,1.567645788192749,0.4084821343421936
42,1.1648364067077637,0.49584025144577026,2.8640949726104736,0.3549107015132904
43,1.1823338270187378,0.49639490246772766,1.5898704528808594,0.3816964328289032
44,1.1744699478149414,0.49251246452331543,16.497957229614258,0.1897321492433548
45,1.2002410888671875,0.4830837547779083,2.593219757080078,0.2299107164144516
46,1.1713534593582153,0.49473100900650024,2.5177009105682373,0.2745535671710968
47,1.1418296098709106,0.5130338072776794,1.483473777770996,0.4486607015132904
48,1.143799066543579,0.5097060203552246,1.9140444993972778,0.3325892984867096
49,1.162017583847046,0.5091513991355896,1.6783746480941772,0.3325892984867096
